Total_Weight,Planet_Gears,Input_Shaft,Output_Shaft,Housing,Ring_Gear,Sun_Gear,Carrier,Bearings,Seals
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
79,15.8,7.9,7.9,15.8,11.8,9.5,6.3,5.5,2.4
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
10,2,1,1,2,1.5,1.2,0.8,0.7,0.3
87,17.4,8.7,8.7,17.4,13,10.4,7,6.1,2.6
58,11.6,5.8,5.8,11.6,8.7,7,4.6,4.1,1.7
39,7.8,3.9,3.9,7.8,5.8,4.7,3.1,2.7,1.2
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
65,13,6.5,6.5,13,9.8,7.8,5.2,4.6,2
13,2.6,1.3,1.3,2.6,2,1.6,1,0.9,0.4
85,17,8.5,8.5,17,12.8,10.2,6.8,6,2.6
90,18,9,9,18,13.5,10.8,7.2,6.3,2.7
85,17,8.5,8.5,17,12.8,10.2,6.8,6,2.6
53,10.6,5.3,5.3,10.6,8,6.4,4.2,3.7,1.6
82,16.4,8.2,8.2,16.4,12.3,9.8,6.6,5.7,2.5
45,9,4.5,4.5,9,6.8,5.4,3.6,3.2,1.3
32,6.4,3.2,3.2,6.4,4.8,3.8,2.6,2.2,1
36,7.2,3.6,3.6,7.2,5.4,4.3,2.9,2.5,1.1
81,16.2,8.1,8.1,16.2,12.2,9.7,6.5,5.7,2.4
99,19.8,9.9,9.9,19.8,14.8,11.9,7.9,6.9,3
60,12,6,6,12,9,7.2,4.8,4.2,1.8
11,2.2,1.1,1.1,2.2,1.6,1.3,0.9,0.8,0.3
63,12.6,6.3,6.3,12.6,9.4,7.6,5,4.4,1.9
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
52,10.4,5.2,5.2,10.4,7.8,6.2,4.2,3.6,1.6
55,11,5.5,5.5,11,8.2,6.6,4.4,3.9,1.6
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
68,13.6,6.8,6.8,13.6,10.2,8.2,5.4,4.8,2
34,6.8,3.4,3.4,6.8,5.1,4.1,2.7,2.4,1
52,10.4,5.2,5.2,10.4,7.8,6.2,4.2,3.6,1.6
82,16.4,8.2,8.2,16.4,12.3,9.8,6.6,5.7,2.5
99,19.8,9.9,9.9,19.8,14.8,11.9,7.9,6.9,3
93,18.6,9.3,9.3,18.6,14,11.2,7.4,6.5,2.8
52,10.4,5.2,5.2,10.4,7.8,6.2,4.2,3.6,1.6
29,5.8,2.9,2.9,5.8,4.4,3.5,2.3,2,0.9
38,7.6,3.8,3.8,7.6,5.7,4.6,3,2.7,1.1
42,8.4,4.2,4.2,8.4,6.3,5,3.4,2.9,1.3
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
42,8.4,4.2,4.2,8.4,6.3,5,3.4,2.9,1.3
13,2.6,1.3,1.3,2.6,2,1.6,1,0.9,0.4
64,12.8,6.4,6.4,12.8,9.6,7.7,5.1,4.5,1.9
17,3.4,1.7,1.7,3.4,2.6,2,1.4,1.2,0.5
9,1.8,0.9,0.9,1.8,1.3,1.1,0.7,0.6,0.3
41,8.2,4.1,4.1,8.2,6.1,4.9,3.3,2.9,1.2
1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0
2,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1
60,12,6,6,12,9,7.2,4.8,4.2,1.8
48,9.6,4.8,4.8,9.6,7.2,5.8,3.8,3.4,1.4
29,5.8,2.9,2.9,5.8,4.4,3.5,2.3,2,0.9
97,19.4,9.7,9.7,19.4,14.6,11.6,7.8,6.8,2.9
10,2,1,1,2,1.5,1.2,0.8,0.7,0.3
58,11.6,5.8,5.8,11.6,8.7,7,4.6,4.1,1.7
60,12,6,6,12,9,7.2,4.8,4.2,1.8
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
28,5.6,2.8,2.8,5.6,4.2,3.4,2.2,2,0.8
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
34,6.8,3.4,3.4,6.8,5.1,4.1,2.7,2.4,1
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
59,11.8,5.9,5.9,11.8,8.8,7.1,4.7,4.1,1.8
86,17.2,8.6,8.6,17.2,12.9,10.3,6.9,6,2.6
72,14.4,7.2,7.2,14.4,10.8,8.6,5.8,5,2.2
49,9.8,4.9,4.9,9.8,7.4,5.9,3.9,3.4,1.5
79,15.8,7.9,7.9,15.8,11.8,9.5,6.3,5.5,2.4
17,3.4,1.7,1.7,3.4,2.6,2,1.4,1.2,0.5
60,12,6,6,12,9,7.2,4.8,4.2,1.8
87,17.4,8.7,8.7,17.4,13,10.4,7,6.1,2.6
88,17.6,8.8,8.8,17.6,13.2,10.6,7,6.2,2.6
45,9,4.5,4.5,9,6.8,5.4,3.6,3.2,1.3
83,16.6,8.3,8.3,16.6,12.4,10,6.6,5.8,2.5
69,13.8,6.9,6.9,13.8,10.4,8.3,5.5,4.8,2.1
32,6.4,3.2,3.2,6.4,4.8,3.8,2.6,2.2,1
44,8.8,4.4,4.4,8.8,6.6,5.3,3.5,3.1,1.3
65,13,6.5,6.5,13,9.8,7.8,5.2,4.6,2
87,17.4,8.7,8.7,17.4,13,10.4,7,6.1,2.6
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
77,15.4,7.7,7.7,15.4,11.5,9.2,6.2,5.4,2.3
72,14.4,7.2,7.2,14.4,10.8,8.6,5.8,5,2.2
87,17.4,8.7,8.7,17.4,13,10.4,7,6.1,2.6
43,8.6,4.3,4.3,8.6,6.4,5.2,3.4,3,1.3
1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0
51,10.2,5.1,5.1,10.2,7.6,6.1,4.1,3.6,1.5
24,4.8,2.4,2.4,4.8,3.6,2.9,1.9,1.7,0.7
99,19.8,9.9,9.9,19.8,14.8,11.9,7.9,6.9,3
24,4.8,2.4,2.4,4.8,3.6,2.9,1.9,1.7,0.7
17,3.4,1.7,1.7,3.4,2.6,2,1.4,1.2,0.5
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
20,4,2,2,4,3,2.4,1.6,1.4,0.6
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
58,11.6,5.8,5.8,11.6,8.7,7,4.6,4.1,1.7
31,6.2,3.1,3.1,6.2,4.6,3.7,2.5,2.2,0.9
100,20,10,10,20,15,12,8,7,3
11,2.2,1.1,1.1,2.2,1.6,1.3,0.9,0.8,0.3
52,10.4,5.2,5.2,10.4,7.8,6.2,4.2,3.6,1.6
15,3,1.5,1.5,3,2.2,1.8,1.2,1,0.4
83,16.6,8.3,8.3,16.6,12.4,10,6.6,5.8,2.5
7,1.4,0.7,0.7,1.4,1,0.8,0.6,0.5,0.2
28,5.6,2.8,2.8,5.6,4.2,3.4,2.2,2,0.8
51,10.2,5.1,5.1,10.2,7.6,6.1,4.1,3.6,1.5
58,11.6,5.8,5.8,11.6,8.7,7,4.6,4.1,1.7
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
94,18.8,9.4,9.4,18.8,14.1,11.3,7.5,6.6,2.8
96,19.2,9.6,9.6,19.2,14.4,11.5,7.7,6.7,2.9
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
64,12.8,6.4,6.4,12.8,9.6,7.7,5.1,4.5,1.9
10,2,1,1,2,1.5,1.2,0.8,0.7,0.3
38,7.6,3.8,3.8,7.6,5.7,4.6,3,2.7,1.1
96,19.2,9.6,9.6,19.2,14.4,11.5,7.7,6.7,2.9
92,18.4,9.2,9.2,18.4,13.8,11,7.4,6.4,2.8
81,16.2,8.1,8.1,16.2,12.2,9.7,6.5,5.7,2.4
95,19,9.5,9.5,19,14.2,11.4,7.6,6.6,2.8
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
25,5,2.5,2.5,5,3.8,3,2,1.8,0.8
73,14.6,7.3,7.3,14.6,11,8.8,5.8,5.1,2.2
66,13.2,6.6,6.6,13.2,9.9,7.9,5.3,4.6,2
79,15.8,7.9,7.9,15.8,11.8,9.5,6.3,5.5,2.4
50,10,5,5,10,7.5,6,4,3.5,1.5
67,13.4,6.7,6.7,13.4,10,8,5.4,4.7,2
49,9.8,4.9,4.9,9.8,7.4,5.9,3.9,3.4,1.5
36,7.2,3.6,3.6,7.2,5.4,4.3,2.9,2.5,1.1
68,13.6,6.8,6.8,13.6,10.2,8.2,5.4,4.8,2
78,15.6,7.8,7.8,15.6,11.7,9.4,6.2,5.5,2.3
41,8.2,4.1,4.1,8.2,6.1,4.9,3.3,2.9,1.2
89,17.8,8.9,8.9,17.8,13.4,10.7,7.1,6.2,2.7
62,12.4,6.2,6.2,12.4,9.3,7.4,5,4.3,1.9
10,2,1,1,2,1.5,1.2,0.8,0.7,0.3
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
36,7.2,3.6,3.6,7.2,5.4,4.3,2.9,2.5,1.1
12,2.4,1.2,1.2,2.4,1.8,1.4,1,0.8,0.4
91,18.2,9.1,9.1,18.2,13.6,10.9,7.3,6.4,2.7
2,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1
13,2.6,1.3,1.3,2.6,2,1.6,1,0.9,0.4
53,10.6,5.3,5.3,10.6,8,6.4,4.2,3.7,1.6
32,6.4,3.2,3.2,6.4,4.8,3.8,2.6,2.2,1
95,19,9.5,9.5,19,14.2,11.4,7.6,6.6,2.8
16,3.2,1.6,1.6,3.2,2.4,1.9,1.3,1.1,0.5
32,6.4,3.2,3.2,6.4,4.8,3.8,2.6,2.2,1
32,6.4,3.2,3.2,6.4,4.8,3.8,2.6,2.2,1
98,19.6,9.8,9.8,19.6,14.7,11.8,7.8,6.9,2.9
11,2.2,1.1,1.1,2.2,1.6,1.3,0.9,0.8,0.3
10,2,1,1,2,1.5,1.2,0.8,0.7,0.3
15,3,1.5,1.5,3,2.2,1.8,1.2,1,0.4
17,3.4,1.7,1.7,3.4,2.6,2,1.4,1.2,0.5
40,8,4,4,8,6,4.8,3.2,2.8,1.2
18,3.6,1.8,1.8,3.6,2.7,2.2,1.4,1.3,0.5
55,11,5.5,5.5,11,8.2,6.6,4.4,3.9,1.6
73,14.6,7.3,7.3,14.6,11,8.8,5.8,5.1,2.2
25,5,2.5,2.5,5,3.8,3,2,1.8,0.8
59,11.8,5.9,5.9,11.8,8.8,7.1,4.7,4.1,1.8
78,15.6,7.8,7.8,15.6,11.7,9.4,6.2,5.5,2.3
89,17.8,8.9,8.9,17.8,13.4,10.7,7.1,6.2,2.7
22,4.4,2.2,2.2,4.4,3.3,2.6,1.8,1.5,0.7
30,6,3,3,6,4.5,3.6,2.4,2.1,0.9
84,16.8,8.4,8.4,16.8,12.6,10.1,6.7,5.9,2.5
85,17,8.5,8.5,17,12.8,10.2,6.8,6,2.6
44,8.8,4.4,4.4,8.8,6.6,5.3,3.5,3.1,1.3
32,6.4,3.2,3.2,6.4,4.8,3.8,2.6,2.2,1
51,10.2,5.1,5.1,10.2,7.6,6.1,4.1,3.6,1.5
46,9.2,4.6,4.6,9.2,6.9,5.5,3.7,3.2,1.4
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
99,19.8,9.9,9.9,19.8,14.8,11.9,7.9,6.9,3
32,6.4,3.2,3.2,6.4,4.8,3.8,2.6,2.2,1
94,18.8,9.4,9.4,18.8,14.1,11.3,7.5,6.6,2.8
39,7.8,3.9,3.9,7.8,5.8,4.7,3.1,2.7,1.2
12,2.4,1.2,1.2,2.4,1.8,1.4,1,0.8,0.4
47,9.4,4.7,4.7,9.4,7,5.6,3.8,3.3,1.4
18,3.6,1.8,1.8,3.6,2.7,2.2,1.4,1.3,0.5
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
13,2.6,1.3,1.3,2.6,2,1.6,1,0.9,0.4
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
46,9.2,4.6,4.6,9.2,6.9,5.5,3.7,3.2,1.4
7,1.4,0.7,0.7,1.4,1,0.8,0.6,0.5,0.2
23,4.6,2.3,2.3,4.6,3.4,2.8,1.8,1.6,0.7
96,19.2,9.6,9.6,19.2,14.4,11.5,7.7,6.7,2.9
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
86,17.2,8.6,8.6,17.2,12.9,10.3,6.9,6,2.6
22,4.4,2.2,2.2,4.4,3.3,2.6,1.8,1.5,0.7
89,17.8,8.9,8.9,17.8,13.4,10.7,7.1,6.2,2.7
22,4.4,2.2,2.2,4.4,3.3,2.6,1.8,1.5,0.7
92,18.4,9.2,9.2,18.4,13.8,11,7.4,6.4,2.8
29,5.8,2.9,2.9,5.8,4.4,3.5,2.3,2,0.9
13,2.6,1.3,1.3,2.6,2,1.6,1,0.9,0.4
82,16.4,8.2,8.2,16.4,12.3,9.8,6.6,5.7,2.5
2,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1
29,5.8,2.9,2.9,5.8,4.4,3.5,2.3,2,0.9
85,17,8.5,8.5,17,12.8,10.2,6.8,6,2.6
79,15.8,7.9,7.9,15.8,11.8,9.5,6.3,5.5,2.4
52,10.4,5.2,5.2,10.4,7.8,6.2,4.2,3.6,1.6
27,5.4,2.7,2.7,5.4,4,3.2,2.2,1.9,0.8
50,10,5,5,10,7.5,6,4,3.5,1.5
95,19,9.5,9.5,19,14.2,11.4,7.6,6.6,2.8
79,15.8,7.9,7.9,15.8,11.8,9.5,6.3,5.5,2.4
23,4.6,2.3,2.3,4.6,3.4,2.8,1.8,1.6,0.7
88,17.6,8.8,8.8,17.6,13.2,10.6,7,6.2,2.6
44,8.8,4.4,4.4,8.8,6.6,5.3,3.5,3.1,1.3
77,15.4,7.7,7.7,15.4,11.5,9.2,6.2,5.4,2.3
22,4.4,2.2,2.2,4.4,3.3,2.6,1.8,1.5,0.7
43,8.6,4.3,4.3,8.6,6.4,5.2,3.4,3,1.3
37,7.4,3.7,3.7,7.4,5.6,4.4,3,2.6,1.1
61,12.2,6.1,6.1,12.2,9.2,7.3,4.9,4.3,1.8
97,19.4,9.7,9.7,19.4,14.6,11.6,7.8,6.8,2.9
56,11.2,5.6,5.6,11.2,8.4,6.7,4.5,3.9,1.7
3,0.6,0.3,0.3,0.6,0.4,0.4,0.2,0.2,0.1
63,12.6,6.3,6.3,12.6,9.4,7.6,5,4.4,1.9
19,3.8,1.9,1.9,3.8,2.8,2.3,1.5,1.3,0.6
23,4.6,2.3,2.3,4.6,3.4,2.8,1.8,1.6,0.7
29,5.8,2.9,2.9,5.8,4.4,3.5,2.3,2,0.9
30,6,3,3,6,4.5,3.6,2.4,2.1,0.9
39,7.8,3.9,3.9,7.8,5.8,4.7,3.1,2.7,1.2
25,5,2.5,2.5,5,3.8,3,2,1.8,0.8
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
58,11.6,5.8,5.8,11.6,8.7,7,4.6,4.1,1.7
16,3.2,1.6,1.6,3.2,2.4,1.9,1.3,1.1,0.5
72,14.4,7.2,7.2,14.4,10.8,8.6,5.8,5,2.2
1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
3,0.6,0.3,0.3,0.6,0.4,0.4,0.2,0.2,0.1
65,13,6.5,6.5,13,9.8,7.8,5.2,4.6,2
4,0.8,0.4,0.4,0.8,0.6,0.5,0.3,0.3,0.1
99,19.8,9.9,9.9,19.8,14.8,11.9,7.9,6.9,3
96,19.2,9.6,9.6,19.2,14.4,11.5,7.7,6.7,2.9
64,12.8,6.4,6.4,12.8,9.6,7.7,5.1,4.5,1.9
98,19.6,9.8,9.8,19.6,14.7,11.8,7.8,6.9,2.9
89,17.8,8.9,8.9,17.8,13.4,10.7,7.1,6.2,2.7
10,2,1,1,2,1.5,1.2,0.8,0.7,0.3
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
46,9.2,4.6,4.6,9.2,6.9,5.5,3.7,3.2,1.4
91,18.2,9.1,9.1,18.2,13.6,10.9,7.3,6.4,2.7
27,5.4,2.7,2.7,5.4,4,3.2,2.2,1.9,0.8
66,13.2,6.6,6.6,13.2,9.9,7.9,5.3,4.6,2
41,8.2,4.1,4.1,8.2,6.1,4.9,3.3,2.9,1.2
13,2.6,1.3,1.3,2.6,2,1.6,1,0.9,0.4
9,1.8,0.9,0.9,1.8,1.3,1.1,0.7,0.6,0.3
36,7.2,3.6,3.6,7.2,5.4,4.3,2.9,2.5,1.1
86,17.2,8.6,8.6,17.2,12.9,10.3,6.9,6,2.6
90,18,9,9,18,13.5,10.8,7.2,6.3,2.7
58,11.6,5.8,5.8,11.6,8.7,7,4.6,4.1,1.7
54,10.8,5.4,5.4,10.8,8.1,6.5,4.3,3.8,1.6
12,2.4,1.2,1.2,2.4,1.8,1.4,1,0.8,0.4
81,16.2,8.1,8.1,16.2,12.2,9.7,6.5,5.7,2.4
78,15.6,7.8,7.8,15.6,11.7,9.4,6.2,5.5,2.3
14,2.8,1.4,1.4,2.8,2.1,1.7,1.1,1,0.4
34,6.8,3.4,3.4,6.8,5.1,4.1,2.7,2.4,1
53,10.6,5.3,5.3,10.6,8,6.4,4.2,3.7,1.6
20,4,2,2,4,3,2.4,1.6,1.4,0.6
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
16,3.2,1.6,1.6,3.2,2.4,1.9,1.3,1.1,0.5
95,19,9.5,9.5,19,14.2,11.4,7.6,6.6,2.8
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
56,11.2,5.6,5.6,11.2,8.4,6.7,4.5,3.9,1.7
83,16.6,8.3,8.3,16.6,12.4,10,6.6,5.8,2.5
58,11.6,5.8,5.8,11.6,8.7,7,4.6,4.1,1.7
4,0.8,0.4,0.4,0.8,0.6,0.5,0.3,0.3,0.1
4,0.8,0.4,0.4,0.8,0.6,0.5,0.3,0.3,0.1
20,4,2,2,4,3,2.4,1.6,1.4,0.6
10,2,1,1,2,1.5,1.2,0.8,0.7,0.3
24,4.8,2.4,2.4,4.8,3.6,2.9,1.9,1.7,0.7
99,19.8,9.9,9.9,19.8,14.8,11.9,7.9,6.9,3
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
37,7.4,3.7,3.7,7.4,5.6,4.4,3,2.6,1.1
85,17,8.5,8.5,17,12.8,10.2,6.8,6,2.6
54,10.8,5.4,5.4,10.8,8.1,6.5,4.3,3.8,1.6
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
74,14.8,7.4,7.4,14.8,11.1,8.9,5.9,5.2,2.2
38,7.6,3.8,3.8,7.6,5.7,4.6,3,2.7,1.1
46,9.2,4.6,4.6,9.2,6.9,5.5,3.7,3.2,1.4
4,0.8,0.4,0.4,0.8,0.6,0.5,0.3,0.3,0.1
60,12,6,6,12,9,7.2,4.8,4.2,1.8
57,11.4,5.7,5.7,11.4,8.5,6.8,4.6,4,1.7
45,9,4.5,4.5,9,6.8,5.4,3.6,3.2,1.3
20,4,2,2,4,3,2.4,1.6,1.4,0.6
17,3.4,1.7,1.7,3.4,2.6,2,1.4,1.2,0.5
71,14.2,7.1,7.1,14.2,10.6,8.5,5.7,5,2.1
4,0.8,0.4,0.4,0.8,0.6,0.5,0.3,0.3,0.1
93,18.6,9.3,9.3,18.6,14,11.2,7.4,6.5,2.8
14,2.8,1.4,1.4,2.8,2.1,1.7,1.1,1,0.4
3,0.6,0.3,0.3,0.6,0.4,0.4,0.2,0.2,0.1
88,17.6,8.8,8.8,17.6,13.2,10.6,7,6.2,2.6
80,16,8,8,16,12,9.6,6.4,5.6,2.4
58,11.6,5.8,5.8,11.6,8.7,7,4.6,4.1,1.7
55,11,5.5,5.5,11,8.2,6.6,4.4,3.9,1.6
4,0.8,0.4,0.4,0.8,0.6,0.5,0.3,0.3,0.1
24,4.8,2.4,2.4,4.8,3.6,2.9,1.9,1.7,0.7
34,6.8,3.4,3.4,6.8,5.1,4.1,2.7,2.4,1
30,6,3,3,6,4.5,3.6,2.4,2.1,0.9
82,16.4,8.2,8.2,16.4,12.3,9.8,6.6,5.7,2.5
19,3.8,1.9,1.9,3.8,2.8,2.3,1.5,1.3,0.6
31,6.2,3.1,3.1,6.2,4.6,3.7,2.5,2.2,0.9
60,12,6,6,12,9,7.2,4.8,4.2,1.8
60,12,6,6,12,9,7.2,4.8,4.2,1.8
19,3.8,1.9,1.9,3.8,2.8,2.3,1.5,1.3,0.6
49,9.8,4.9,4.9,9.8,7.4,5.9,3.9,3.4,1.5
63,12.6,6.3,6.3,12.6,9.4,7.6,5,4.4,1.9
83,16.6,8.3,8.3,16.6,12.4,10,6.6,5.8,2.5
22,4.4,2.2,2.2,4.4,3.3,2.6,1.8,1.5,0.7
24,4.8,2.4,2.4,4.8,3.6,2.9,1.9,1.7,0.7
76,15.2,7.6,7.6,15.2,11.4,9.1,6.1,5.3,2.3
30,6,3,3,6,4.5,3.6,2.4,2.1,0.9
58,11.6,5.8,5.8,11.6,8.7,7,4.6,4.1,1.7
31,6.2,3.1,3.1,6.2,4.6,3.7,2.5,2.2,0.9
100,20,10,10,20,15,12,8,7,3
64,12.8,6.4,6.4,12.8,9.6,7.7,5.1,4.5,1.9
19,3.8,1.9,1.9,3.8,2.8,2.3,1.5,1.3,0.6
48,9.6,4.8,4.8,9.6,7.2,5.8,3.8,3.4,1.4
45,9,4.5,4.5,9,6.8,5.4,3.6,3.2,1.3
100,20,10,10,20,15,12,8,7,3
94,18.8,9.4,9.4,18.8,14.1,11.3,7.5,6.6,2.8
55,11,5.5,5.5,11,8.2,6.6,4.4,3.9,1.6
55,11,5.5,5.5,11,8.2,6.6,4.4,3.9,1.6
97,19.4,9.7,9.7,19.4,14.6,11.6,7.8,6.8,2.9
18,3.6,1.8,1.8,3.6,2.7,2.2,1.4,1.3,0.5
63,12.6,6.3,6.3,12.6,9.4,7.6,5,4.4,1.9
92,18.4,9.2,9.2,18.4,13.8,11,7.4,6.4,2.8
47,9.4,4.7,4.7,9.4,7,5.6,3.8,3.3,1.4
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
57,11.4,5.7,5.7,11.4,8.5,6.8,4.6,4,1.7
45,9,4.5,4.5,9,6.8,5.4,3.6,3.2,1.3
33,6.6,3.3,3.3,6.6,5,4,2.6,2.3,1
17,3.4,1.7,1.7,3.4,2.6,2,1.4,1.2,0.5
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
4,0.8,0.4,0.4,0.8,0.6,0.5,0.3,0.3,0.1
20,4,2,2,4,3,2.4,1.6,1.4,0.6
47,9.4,4.7,4.7,9.4,7,5.6,3.8,3.3,1.4
91,18.2,9.1,9.1,18.2,13.6,10.9,7.3,6.4,2.7
15,3,1.5,1.5,3,2.2,1.8,1.2,1,0.4
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
47,9.4,4.7,4.7,9.4,7,5.6,3.8,3.3,1.4
78,15.6,7.8,7.8,15.6,11.7,9.4,6.2,5.5,2.3
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
9,1.8,0.9,0.9,1.8,1.3,1.1,0.7,0.6,0.3
90,18,9,9,18,13.5,10.8,7.2,6.3,2.7
16,3.2,1.6,1.6,3.2,2.4,1.9,1.3,1.1,0.5
69,13.8,6.9,6.9,13.8,10.4,8.3,5.5,4.8,2.1
61,12.2,6.1,6.1,12.2,9.2,7.3,4.9,4.3,1.8
10,2,1,1,2,1.5,1.2,0.8,0.7,0.3
50,10,5,5,10,7.5,6,4,3.5,1.5
3,0.6,0.3,0.3,0.6,0.4,0.4,0.2,0.2,0.1
77,15.4,7.7,7.7,15.4,11.5,9.2,6.2,5.4,2.3
94,18.8,9.4,9.4,18.8,14.1,11.3,7.5,6.6,2.8
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
81,16.2,8.1,8.1,16.2,12.2,9.7,6.5,5.7,2.4
51,10.2,5.1,5.1,10.2,7.6,6.1,4.1,3.6,1.5
19,3.8,1.9,1.9,3.8,2.8,2.3,1.5,1.3,0.6
42,8.4,4.2,4.2,8.4,6.3,5,3.4,2.9,1.3
35,7,3.5,3.5,7,5.2,4.2,2.8,2.4,1
46,9.2,4.6,4.6,9.2,6.9,5.5,3.7,3.2,1.4
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
69,13.8,6.9,6.9,13.8,10.4,8.3,5.5,4.8,2.1
93,18.6,9.3,9.3,18.6,14,11.2,7.4,6.5,2.8
64,12.8,6.4,6.4,12.8,9.6,7.7,5.1,4.5,1.9
37,7.4,3.7,3.7,7.4,5.6,4.4,3,2.6,1.1
84,16.8,8.4,8.4,16.8,12.6,10.1,6.7,5.9,2.5
49,9.8,4.9,4.9,9.8,7.4,5.9,3.9,3.4,1.5
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
74,14.8,7.4,7.4,14.8,11.1,8.9,5.9,5.2,2.2
64,12.8,6.4,6.4,12.8,9.6,7.7,5.1,4.5,1.9
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
100,20,10,10,20,15,12,8,7,3
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
90,18,9,9,18,13.5,10.8,7.2,6.3,2.7
4,0.8,0.4,0.4,0.8,0.6,0.5,0.3,0.3,0.1
39,7.8,3.9,3.9,7.8,5.8,4.7,3.1,2.7,1.2
35,7,3.5,3.5,7,5.2,4.2,2.8,2.4,1
1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0
24,4.8,2.4,2.4,4.8,3.6,2.9,1.9,1.7,0.7
57,11.4,5.7,5.7,11.4,8.5,6.8,4.6,4,1.7
100,20,10,10,20,15,12,8,7,3
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
41,8.2,4.1,4.1,8.2,6.1,4.9,3.3,2.9,1.2
54,10.8,5.4,5.4,10.8,8.1,6.5,4.3,3.8,1.6
46,9.2,4.6,4.6,9.2,6.9,5.5,3.7,3.2,1.4
60,12,6,6,12,9,7.2,4.8,4.2,1.8
60,12,6,6,12,9,7.2,4.8,4.2,1.8
57,11.4,5.7,5.7,11.4,8.5,6.8,4.6,4,1.7
31,6.2,3.1,3.1,6.2,4.6,3.7,2.5,2.2,0.9
84,16.8,8.4,8.4,16.8,12.6,10.1,6.7,5.9,2.5
24,4.8,2.4,2.4,4.8,3.6,2.9,1.9,1.7,0.7
89,17.8,8.9,8.9,17.8,13.4,10.7,7.1,6.2,2.7
36,7.2,3.6,3.6,7.2,5.4,4.3,2.9,2.5,1.1
85,17,8.5,8.5,17,12.8,10.2,6.8,6,2.6
30,6,3,3,6,4.5,3.6,2.4,2.1,0.9
24,4.8,2.4,2.4,4.8,3.6,2.9,1.9,1.7,0.7
30,6,3,3,6,4.5,3.6,2.4,2.1,0.9
86,17.2,8.6,8.6,17.2,12.9,10.3,6.9,6,2.6
92,18.4,9.2,9.2,18.4,13.8,11,7.4,6.4,2.8
7,1.4,0.7,0.7,1.4,1,0.8,0.6,0.5,0.2
35,7,3.5,3.5,7,5.2,4.2,2.8,2.4,1
55,11,5.5,5.5,11,8.2,6.6,4.4,3.9,1.6
92,18.4,9.2,9.2,18.4,13.8,11,7.4,6.4,2.8
14,2.8,1.4,1.4,2.8,2.1,1.7,1.1,1,0.4
10,2,1,1,2,1.5,1.2,0.8,0.7,0.3
80,16,8,8,16,12,9.6,6.4,5.6,2.4
